indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2006,475606210.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2005,463076637.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2004,450928044.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2003,439173286.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2002,427820358.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2001,416807868.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2000,406156661.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1999,395750933.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1998,385505757.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1997,375646235.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1996,366138524.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1995,356580375.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1994,347441809.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1993,338324002.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1992,329082707.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1991,320442961.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1990,311748681.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1989,302939121.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1988,294498625.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1987,286067346.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1986,277621771.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1985,269450407.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1984,261458202.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1983,253644643.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1982,245822010.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1981,238043099.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1980,230792729.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1979,223974122.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1978,217074286.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1977,210680842.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1976,204802976.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1975,198914573.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1974,193186642.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1973,187524135.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1972,182126556.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1971,177022314.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1970,171984985.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1969,167088245.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1968,162329396.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1967,157704381.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1966,153281203.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1965,149033472.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1964,144904094.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1963,140945536.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1962,137171659.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1961,133534923.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,1960,130075728.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2024,521764076.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2023,509398589.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2022,497387180.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2021,485920997.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2020,474569351.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2019,463365429.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2018,452195915.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2017,440882906.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2016,429454743.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2015,418127845.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2014,406992047.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2013,396030207.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2012,385360349.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2011,374790143.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2010,364358270.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2009,354343844.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2008,344586109.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2007,334984176.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2006,325663158.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2005,316588476.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2004,307725100.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2003,299142845.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2002,290841795.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2001,282780717.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2000,274968446.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1999,267506298.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1998,260297834.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1997,253207584.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1996,246415446.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1995,239801875.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1994,233360104.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1993,227246778.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1992,221191375.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1991,215178709.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1990,209566031.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1989,204062274.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1988,198485027.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1987,193104347.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1986,187889141.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1985,182811038.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1984,177880746.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1983,173255157.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1982,168585118.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1981,163762473.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1980,159166518.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1979,154721711.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1978,150402616.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1977,146258576.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1976,142337272.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1975,138569918.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1974,134911581.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1973,131449942.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1972,128176494.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1971,125072948.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1970,122086536.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1969,119203521.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1968,116444636.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1967,113795019.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1966,111246953.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1965,108772632.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1964,106388440.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1963,104089175.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1962,101854756.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1961,99706674.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,1960,97630925.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2024,492612632.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2023,482105978.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2022,471352066.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2021,460646603.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2020,453723239.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2019,444281315.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2018,435998060.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2017,428315886.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2016,419808341.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2015,410190679.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2014,400231008.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2013,390954281.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2012,381030177.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2011,372054934.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2010,363568534.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2009,356386673.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2008,347684619.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2007,338947976.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2006,330526310.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2005,322628451.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2004,315060277.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2003,307815105.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2002,300691509.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2001,293580252.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,2000,286548096.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1999,279709634.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1998,273094199.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1997,266565183.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1996,260229121.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1995,253952538.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1994,247626514.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1993,240926205.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1992,234321565.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1991,228402316.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1990,223184294.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1989,215969068.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1988,210269696.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1987,204524595.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1986,198509771.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1985,192563243.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1984,186733957.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1983,180973288.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1982,175370356.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1981,170015485.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1980,164657321.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1979,159054118.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1978,153568663.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1977,148599336.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1976,144014135.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1975,139495837.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1974,135282861.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1973,131335660.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1972,127535560.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1971,123950810.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1970,120469263.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1969,117053219.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1968,113712171.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1967,110491709.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1966,107403055.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1965,104494008.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1964,101729760.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1963,99038509.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1962,96428599.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1961,93931683.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': '1A', 'value': 'Arab World'}",ARB,1960,91540853.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2024,4539060.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2023,4519904.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2022,4497310.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2021,4479167.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2020,4459302.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2019,4443134.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2018,4407658.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2017,4366140.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2016,4341333.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2015,4314191.0,,,0
